0,1,2,3
New law to curb discussion of 3R topics may not be the best option: MCA VP,"Kuala Lumpur: Malaysians in general are uncomfortable when the 3R (race, religion and royalty) issues are raised with a political spin to arouse or put down a certain race or religion.",2023-08-03,Politics
"Issues during campaigning to be raised at PN meeting soon, says Lau",GEORGE TOWN: Issues faced by Perikatan Nasional (PN) on the campaign trail will be discussed at an upcoming meeting.,2023-08-03,Politics
"Candidates, election officials with influenza symptoms advised to wear face masks",PUTRAJAYA: Candidates and election officials involved in the upcoming state elections are encouraged to observe precautionary measures by wearing face masks and exercising social distancing if they are having symptoms of influenza.,2023-08-03,Politics
"Candidates, election officials with influenza symptoms advised to wear face masks",PUTRAJAYA: Candidates and election officials involved in the upcoming state elections are encouraged to observe precautionary measures by wearing face masks and exercising social distancing if they are having symptoms of influenza.,2023-08-03,Politics
"Teh to Air Putih voters: Since PH has claimed victory, allow me to serve as check and balance","GEORGE TOWN: Parti Rakyat Malaysia’s Teh Yee Cheu, who is up against DAP national chairman Lim Guan Eng in the Air Putih state seat, has urged voters to give him a chance to return to the state assembly to represent them.",2023-08-03,Politics
"I have moved on, says Lau on Pas ceramah 'go away' video",GEORGE TOWN: Gerakan president Datuk Dominic Lau is unfazed by the bad press he has been receiving.,2023-08-03,Politics
"Pulai, Simpang Jeram by-elections to cost RM6mil","PUTRAJAYA: The Pulai parliamentary and Simpang Jeram state by-elections in Johor will cost an estimated RM6 million, Election Commission (EC) Chairman Tan Sri Abdul Ghani Salleh said today.",2023-08-03,Politics
"PN accepts Mira, Iman into coalition","KUALA BERANG: Perikatan Nasional (PN) has accepted two new partners, the Minority Rights Action Party (Mira) and the National Indian Muslim  Alliance Party (Iman) into the coalition.",2023-08-03,Politics
"It is normal to have differences of opinion in Pas, says spiritual leader","KOTA BARU: Having differences of opinion is normal in a political party but not until a major crisis occurs, said Pas spiritual leader Datuk Hashim Jasin.",2023-08-03,Politics
"I have moved on, says Lau on Pas ceramah 'go away' video",GEORGE TOWN: Gerakan president Datuk Dominic Lau is unfazed by the bad press he has been receiving.,2023-08-03,Politics
"Saifuddin to Sanusi: Sue me if you wish, but just answer my questions",KUBANG PASU: Home Minister Datuk Seri Saifuddin Nasution says he is not bothered by Datuk Seri Muhammad Sanusi Md Nor’s threat to file another legal suit against him for exposing issues related to the rare earth elements theft in Kedah.,2023-08-03,Politics
Muhyiddin: Umno's original principle of struggle has been sacrificed,"TAMPIN: Umno’s current struggle has veered away from its original principles, says Perikatan Nasional (PN) chairman Tan Sri Muhyiddin Yassin. ",2023-08-03,Politics
"Reza Khalid's office is in Alor Star, says Sanusi","KUBANG PASU: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor revealed that he is aware of the location of the office of the Indonesian investor known as 'Reza Khalid', who is interested in mining rare earth elements (REE) in Kedah.",2023-08-03,Politics
Santiago: What guarantee is there that Pas won't impose Islamic values on everyone?,KLANG: Former Klang member of Parliament Charles Santiago said Pas' actions of late have been creating fear among non-Malays.,2023-08-03,Politics
"'Condemned to hell for attending Umno kenduri' remark deviates from Islamic teaching, says Umno ulama ","KUBANG PASU:  The alleged remark by an ustaz from Pas in Penang who said that those who attend a kenduri (feast) organised by an Umno candidate would be condemned to hell, is wrong and deviated from true Islamic teachings. ",2023-08-03,Politics
Asked to leave Pas ceramah: Liang wants PN chairman to intervene ,GEORGE TOWN: A former Gerakan leader has urged the Perikatan Nasional chairman to intervene in  the issue between party president Datuk Dominic Lau and Pas in Penang.,2023-08-03,Politics
"Kedah PN launches 17-offer manifesto, Hadi urges Muslims to protect political power [NSTTV]",ALOR STAR: Perikatan Nasional has unveiled an election manifesto for Kedah that contains 17 'offers'.,2023-08-03,Politics
State polls: Support for PH-BN  alliance at its best - Rafizi [NSTTV],"SHAH ALAM: Voters support for the Pakatan Harapan (PH) and Barisan Nasional (BN) alliance in Selangor, Negri Sembilan and Penang is currently at its best, said Parti Keadilan Rakyat (PKR) deputy president Rafizi Ramli.",2023-08-03,Politics
Anwar: Do not politicise 'Allah' issue [NSTTV],SEREMBAN: Prime Minister Datuk Seri Anwar Ibrahim has reiterated his firm stand for all parties not to politicise the issue relating to the use of the word ‘Allah’.,2023-08-03,Politics
MIC head: Party at a crossroads,"While expressing dissatisfaction with events that have taken place since last year’s general election, MIC president Tan Sri S.A. Vigneswaran has, however, pledged that his party’s election machinery would support unity government candidates in the six state  elections.",2023-08-03,Politics
"Announcement by PM ends speculation on who will be next Negri Sembilan MB, says Aminuddin",SEREMBAN:  Datuk Seri Aminuddin Harun said Prime Minister Datuk Seri Anwar Ibrahim's announcement should put an end to the speculation on who will become the next Negri Sembilan Menteri Besar in the event Pakatan Harapan (PH) and Barisan Nasional (BN) retain the state in the Aug 12 polls. ,2023-08-03,Politics
PM Anwar calls on Negri Sembilan to show strong support for unity government parties,SEREMBAN: Prime Minister Datuk Seri Anwar Ibrahim has called on the people of Negri Sembilan to throw their full support behind candidates from the unity government parties in the state elections on August 12. ,2023-08-03,Politics
"Mohamad Hasan down with influenza, advised to rest for three days",KUALA LUMPUR: UMNO deputy president Datuk Seri Mohamad Hasan is down with influenza and has been instructed by his doctor to rest for two to three days.,2023-08-03,Politics
"Mohamad Hasan down with influenza, advised to rest for three days",KUALA LUMPUR: UMNO deputy president Datuk Seri Mohamad Hasan is down with influenza and has been instructed by his doctor to rest for two to three days.,2023-08-03,Politics
Fahmi gives two individuals 24 hours to apologise over political talk accusations,"SHAH ALAM: Communications and Digital Minister Fahmi Fadzil has given two individuals 24 hours to make a public apology and retract accusations that he had given a political talk at a mosque in Rawang, or face legal action.",2023-08-03,Politics
Azmin reiterates promise of free water for all Selangor residents if given mandate to govern,KUALA LUMPUR: Perikatan Nasional (PN) Selangor chairman Datuk Seri Azmin Ali today reiterated his promise to give free water to all Selangor residents if the coalition is given the mandate to govern the state.  ,2023-08-03,Politics
"Saifuddin: Yes, Anwar and Riza Chalid met Sultan of Kedah but did not discuss on REE mining",SUNGAI PETANI: Home Minister Datuk Seri Saifuddin Nasution Ismail has confirmed that Datuk Seri Anwar Ibrahim and Indonesian tycoon Mohamad Riza Chalid did have an audience with the Sultan of Kedah Al-Aminul Karim Sultan Sallehuddin Sultan Badlishah last year. ,2023-08-02,Politics
"Heed instruction of Malay Rulers, do not politicise Allah issue, says PM",SEREMBAN: Prime Minister Datuk Seri Anwar Ibrahim today reminded all parties contesting in the state elections to heed the advice of Malay Rulers and not politicise the issue surrounding the use of the word “Allah”. ,2023-08-02,Politics
"Chow: Reject parties that play up racial, religious issues in campaign","GEORGE TOWN: Voters in Penang are urged to reject parties that play up sensitive issues such as race and religion in the election campaign, Chief Minister Chow Kon Yeow said.",2023-08-02,Politics
Fahmi sends letters of demand to two individuals on Rawang Mosque allegation: Lawyer,KUALA LUMPUR: Communications and Digital Minister Fahmi Fadzil today sent a letter of demand to independent preacher  Ahmad Dusuki Abd Rani on slanderous claims that he had given a political talk at a mosque in Rawang on July 30. ,2023-08-02,Politics
Sanusi to Saifuddin: Stop linking me with Chinese citizen or I will sue,ALOR STAR: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md has threatened to file another lawsuit against Home Minister Datuk Seri Saifuddin Nasution Ismail for defamation.  ,2023-08-02,Politics
Anwar to look into MIC's request for greater representation in govt,KUALA LUMPUR: Prime Minister Datuk Seri Anwar Ibrahim said today he would look into a request for greater MIC representation in the government.,2023-08-02,Politics
"'Just like I put my trust in Vigneswaran, MIC also needs to put their trust in me' - PM Anwar",KUALA LUMPUR: Datuk Seri Anwar Ibrahim had asked to forgo the discussion on positions in and had asked MIC to trust him with regards to their standing in the unity government. ,2023-08-02,Politics
"Internal conflicts within Pas create ripples, but not enough for it to lose power in Kelantan",KUALA LUMPUR: Internal conflicts within Pas in Kelantan may create some ripples for voters within the state but not at the expense that the long-standing government will lose its power in the upcoming state elections.  ,2023-08-02,Politics
'MIC should remain in BN',"KUALA LUMPUR: To be a strong party ahead of the 16th General Election (GE16), MIC should remain in Barisan Nasional and support the BN-Pakatan Harapan (PH) pact. ",2023-08-02,Politics
State elections: Nur Jazlan takes a jab at PN's 'lacklustre' campaign,JOHOR BARU: Umno Supreme Council member Datuk Nur Jazlan Mohamed has taken a jab at Perikatan Nasional (PN) for its lacklustre state election campaign.,2023-08-02,Politics
"'Kelantan voters more concerned about jobs, rising prices'","KOTA BARU: For decades, the Kelantanese have been given promises of development by the Pas-led state government.",2023-08-02,Politics
Is Zuraida eyeing Gerakan?,"BAYAN LEPAS: Former Parti Bangsa Malaysia (PBM) president, Datuk Zuraida Kamaruddin, who has been relatively quiet in the national political arena for some time, was seen in action today, assisting the campaign of the State Legislative Assembly (DUN) candidate for Bayan Lepas and President of Gerakan, Datuk Dr Dominic Lau. ",2023-08-02,Politics
Dominic: I was not asked to leave Pas ceramah,"GEORGE TOWN: Gerakan president Datuk Dr Dominic Lau has cleared the air today, saying there is no truth to the claim that he was asked to leave a Pas ceramah yesterday.",2023-08-02,Politics
Election battle heats up: Divided Juasseh constituents weigh their choices,KUALA PILAH:  Constituents in Juasseh are still divided on who they will pick to represent them at the state seat as campaigning for the polls in Negri Sembilan entered its fifth day today (Aug 2).,2023-08-02,Politics
Ex-Umno youth exco Qobin quits party to join PN,"KUALA LUMPUR: Muqharabbin Mokhtarrudin or commonly known as Qobin, a former Umno Youth exco member, has announced his departure from the party to join Perikatan Nasional.",2023-08-02,Politics
"Political manoeuvres exposed, Zahid calls out desperate attempts to incite conflict","KUALA LUMPUR: Umno president Datuk Seri Dr Ahmad Zahid Hamidi denies that the party's relationship with MIC is strained, saying those who claim so are desperate and just inciting political conflict. ",2023-08-02,Politics
Puteri Umno to campaign through Tik Tok,"KUALA KRAI: Keeping up with technological and social media trends, Puteri Umno will make use of the social media platform, TikTok as its primary medium throughout its state elections campaign in six states.",2023-08-02,Politics
Puteri Umno to campaign through Tik Tok,"KUALA KRAI: Keeping up with technological and social media trends, Puteri Umno will make use of the social media platform, TikTok as its primary medium throughout its state elections campaign in six states.",2023-08-02,Politics
"Mutual respect at heart of contest between teacher, ex-student in Bukit Kayu Hitam",KUBANG PASU: Not all campaigns in the upcoming 15th state election have to be about firing salvos at one another. ,2023-08-02,Politics
Pas denies party in Kelantan is facing major crisis,KOTA BARU: Pas has denied that the party is facing a major crisis in Kelantan as claimed by the state’s Barisan Nasional (BN) today.,2023-08-02,Politics
Chow criticises Pas ustaz for threatening hellfire at BN candidate's event attendees,GEORGE TOWN: State Pakatan Harapan chairman Chow Kon Yeow said it was unhealthy for a Pas ustaz to warn those who attended a kenduri by Barisan Nasional's Sungai Dua state seat candidate Datuk Ir Dr Shaik Hussein Mydin that they would be condemned to hell.,2023-08-02,Politics
"PH-BN coalition's offers in manifesto: Realistic, covers all segments of society - Voters","SHAH ALAM: The offer of “5 Tekad untuk 5 Tahun” (Five Determinations for Five Years)” by the Pakatan Harapan (PH) and Barisan Nasional (BN) coalition in its election manifesto for Selangor is considered realistic, which covers every segment of society and implementable.",2023-08-02,Politics
Gerakan not invited to Pas ceramah in Penang,TASEK GELUGOR: Gerakan president Datuk Dominic Lau Hoe Chai is said to have left the Ceramah Mega Perikatan Nasional (PN) Best in Sungai Dua last night as he was not invited to join in the programme with Pas president Tan Sri Abdul Hadi Awang.,2023-08-02,Politics
"Pas facing major crisis over dropped incumbents, power struggle for MB's post - Md Alwi","KOTA BHARU: Pas is facing a major crisis after it dropped several incumbents from the upcoming state polls, claims Kelantan Barisan Nasional secretary Datuk Seri Md Alwi Che Ahmad. ",2023-08-02,Politics
"Kedah & Terengganu state elections: Pendulum swinging in favour of unity govt, says Ahmad Maslan","PORT DICKSON: An Umno Supreme Council member is upbeat that parties in the unity government will retain control of Negri Sembilan, Selangor and Penang after the Aug 12 state elections.",2023-08-02,Politics
Banner telling voters to reject Barisan Nasional candidate in Serting goes viral,Jempol: A banner urging voters of the Serting state legislative assembly (DUN) to reject the Barisan Nasional (BN) candidate has gone viral on social media.,2023-08-02,Politics
"Ex-Pas members' move to contest in Langkawi seats has no impact on PN's chances, says Kedah Bersatu chief",ALOR STAR: The relationship between Pas and Bersatu in Langkawi is intact despite the move by two former Pas members to contest as independent candidates for the Ayer Hangat and Kuah seats.,2023-08-02,Politics
Aminuddin unfazed by opposition leader's claim of winning 19 seats in N. Sembilan,SEREMBAN: Caretaker Negri Sembilan Menteri Besar Datuk Seri Aminuddin Harun is unfazed by an opposition leader's statement that his pact could win 19 seats in the state polls.,2023-08-02,Politics
"PH-BN finalising election manifesto for Negri Sembilan, says Aminuddin","SEREMBAN: Negri Sembilan Pakatan Harapan (PH) and Barisan Nasional (BN) are in the process of finalising its election manifesto, Datuk Seri Aminuddin Harun said.",2023-08-02,Politics
Political analysts: Hajiji sincere in support towards unity government,KOTA KINABALU: Sabah Chief Minister Datuk Seri Hajiji Noor’s sincere support towards the Unity Government can be clearly seen through his presence accompanying Prime Minister Datuk Seri Anwar Ibrahim during nomination day in Selangor.,2023-08-02,Politics
"Ustaz warns those attending BN kenduris will go to hell, reveals Shaik Hussein","BUTTERWORTH: Barisan Nasional’s candidate for the Sungai Dua state seat, Datuk Ir Dr Shaik Hussein Mydin, revealed last night that an ustaz had told voters that those who attended his kenduri would be condemned to hell.",2023-08-02,Politics
PN will soon announce the names of members slapped with disciplinary action,KOTA BARU: Perikatan Nasional (PN) will soon announce the names of its members who will be terminated for supporting other candidates or running as independent candidates in the upcoming state elections.,2023-08-02,Politics
Sanusi claims Anwar met Indonesian investor before GE15 over REE mining,PADANG TERAP: Datuk Seri Muhammad Sanusi Md Nor has claimed that an investor from Indonesia has met with Datuk Seri Anwar Ibrahim about rare earth elements (REE) mining site in Kedah.,2023-08-02,Politics
Polls: Opposition jealous of Unity Government's success - Fahmi,"SEMENYIH: The various successes achieved by the Unity Government during the seven months of governing the country has caused the opposition to be jealous or ‘torn’, said Communications and Digital Minister Fahmi Fadzil.",2023-08-02,Politics
Polls: Do not sabotage party - Ahmad Zahid,SEREMBAN: Barisan Nasional (BN) chairman Datuk Seri Dr Ahmad Zahid Hamidi reminded all party members not to sabotage the party and become a thorn in the flesh in the state election.,2023-08-02,Politics
"54 Umno Supreme Council members support the formation of unity government, says Zahid","SEREMBAN: Umno president Datuk Seri Dr Ahmad Zahid Hamidi said the decision by the Barisan Nasional (BN) lynchpin party to cooperate with Pakatan Harapan (PH), which led to the formation of the unity government was not unilateral.",2023-08-02,Politics
PH-BN coalition unveils Penang Unity Manifesto for state election,BUTTERWORTH: The Pakatan Harapan-Barisan Nasional coalition tonight launched the Penang Unity Manifesto 2023 for the upcoming state election.,2023-08-01,Politics
PH-BN coalition unveils Penang Unity Manifesto for state election,BUTTERWORTH: The Pakatan Harapan-Barisan Nasional coalition tonight launched the Penang Unity Manifesto 2023 for the upcoming state election.,2023-08-01,Politics
"Greedy Malay leaders, not DAP cause of problems among Malays: PM Anwar",KUALA LANGAT: Prime Minister Datuk Seri Anwar Ibrahim today denied the narrative that DAP is the cause of problems among the Malays.,2023-08-01,Politics
State election: PH claims 26 seats 'already in hand',BUTTERWORTH: Pakatan Harapan  claims 26 of the 34 seats it is contesting in Penang in the state election are 'already in hand'. ,2023-08-01,Politics
Annuar Musa claims many Umno grassroot leaders to join him soon,KOTA BARU: Former Ketereh Member of Parliament Tan Sri Annuar Musa has hinted that several Umno members including top division leaders are planning to leave the party.,2023-08-01,Politics
Amanah women's wing chief not fazed by PN manifesto to enhance women in the state,KOTA BARU: Parti Amanah Negara (Amanah) women's wing chief Dr Hafidzah Mustakim said she was not intimidated by Perikatan Nasional (PN) offers to Kelantan women in the upcoming state election. ,2023-08-01,Politics
"So Loi Fat has been in Kedah even before I was made the MB, says Sanusi",ALOR STAR: The Chinese citizen allegedly involved in the theft of rare earth elements (REE) in Sik has been in country before 2020.,2023-08-01,Politics
"Sanusi: Analysts' prediction economy will suffer if PN wins elections in S'gor, Penang and Negri Sembilan is utter nonsense","ALOR STAR: Perikatan Nasional election director Datuk Seri Muhammad Sanusi Md Nor has brushed aside analysts’ prediction that the development of Selangor, Penang and Negri Sembilan would go downhill if these states fall to the coalition in the Aug 12 state elections.",2023-08-01,Politics
[Updated] Sanusi tells Pas members to back Bersatu candidates in Langkawi instead of rogue ex-party candidates,ALOR STAR: Caretaker Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has urged Pas members in Langkawi to vote for Bersatu candidates following the move by two Pas members to contest as independent candidates for the Ayer Hangat and Kuah seats.,2023-08-01,Politics
Zahid: Claims of Bossku's supporters switching sides mere propaganda,PORT DICKSON: Claims that a group of Datuk Seri Najib Razak’s supporters have switched allegiance is just propaganda orchestrated by the political enemies of Barisan Nasional.,2023-08-01,Politics
"Vandalism towards PM's poster is an insult to the Agong, claims PH candidate for Permatang",TANJONG KARANG: Pakatan Harapan (PH) candidate for the Permatang state legislative seat Yahya Mat Sahri described the vandalism of Prime Minister Datuk Seri Anwar Ibrahim's poster as an insult to the Yang di-Pertuan Agong. ,2023-08-01,Politics
"Disputes over PN candidates could be PH-BN's chance to wrest strongholds, says analyst",SINTOK: Dissatisfaction over Perikatan Nasional’s (PN) candidate selection could give Pakatan Harapan-Barisan Nasional the opportunity to secure wins in several PN strongholds in the upcoming state election.,2023-08-01,Politics
"All is well between Umno and MIC, says Zahid",PORT DICKSON: Datuk Seri Dr Ahmad Zahid Hamidi has dismissed claims suggesting that there is “disharmony” between Barisan Nasional (BN) lynchpin Umno and other component parties in the coalition.,2023-08-01,Politics
Lim ticks off Muhyiddin for using 3R issues in pursuit of power,"KUALA LUMPUR: DAP chairman Lim Guan Eng has criticised Perikatan Nasional (PN)  chairman Tan Sri Muhyiddin Yassin for touching on 3R (race, religion, and royalty) issues during campaigning for the impending state elections. ",2023-08-01,Politics
"So Loi Fat was in Kedah even before I became MB, claims Sanusi","ALOR STAR: Datuk Seri Muhammad Sanusi Md Nor said Chinese citizen So Loi Fat, the man allegedly involved in the theft of rare earth elements (REE) in Sik, had been in the country even before he was appointed menteri besar in 2020. ",2023-08-01,Politics
Sanusi claims blindsided by court's gag order against him,"KUALA LUMPUR: Caretaker Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor has taken issue with the gag order served on him by the Alor Star High Court yesterday, saying that he was kept in the dark about the application for the order made by Prime Minister Datuk Seri Anwar Ibrahim last week. ",2023-08-01,Politics
Ismail Sabri: Any party can win Aug 12 state elections,"BESUT: Any political party can win in the Aug 12 state elections, said former prime minister Datuk Seri Ismail Sabri Yaakob.",2023-08-01,Politics
"Distance yourself from the traitors, DAP leaders told",GEORGE TOWN: Penang DAP party leaders have been told to distance themselves from those who defect and betray the party. ,2023-08-01,Politics
Saifuddin slams Muhyiddin for ignoring Malay rulers advice not to play up 'Allah' issue,ALOR STAR: Home Minister Datuk Seri Saifuddin Nasution Ismail has ticked off former prime minister Tan Sri Muhyiddin Yassin for playing up the issue of the use of the word “Allah” by non-Muslims during the campaigning period for the impending elections.,2023-08-01,Politics
Saifuddin produces pic of Sanusi with Chinese national wanted for REE theft in Sik,ALOR STAR: Home Minister Datuk Seri Saifuddin Nasution Ismail today revealed a photo allegedly of caretaker Menteri Besar Datuk Seri Muhammad Sanusi Md Nor with a Chinese national wanted in connection with the rare earth elements (REE) mineral theft in Kedah.,2023-08-01,Politics
Anwar: No sympathy for those who disobey Malay rulers,"KUALA PILAH: Prime Minister Datuk Seri Anwar Ibrahim has hit out at those who had used an edited version of a speech by the Sultan of Perak, Sultan Nazrin Muizzuddin Shah, for political advantage.",2023-08-01,Politics
Anwar: No sympathy for those who disobey Malay rulers,"KUALA PILAH: Prime Minister Datuk Seri Anwar Ibrahim has hit out at those who had used an edited version of a speech by the Sultan of Perak, Sultan Nazrin Muizzuddin Shah, for political advantage.",2023-08-01,Politics
"Viral posting that Hadi banned from Saudi Arabia is false, says Pas","KUALA LUMPUR: A viral post claiming that Pas president, Tan Sri Abdul Hadi Awang, was banned from entering Saudi Arabia due to terrorist ideologies has been proven false. ",2023-08-01,Politics
Ministry will address Prof Haim if polemics over shortened UUM VC tenure continues,SINTOK: The Higher Education Ministry will address the issue regarding former Universiti Utara Malaysia vice-chancellor Prof Dr Haim Hilman Abdullah if he continues to speak about his shortened tenure as the institution's VC in his state election campaign. ,2023-08-01,Politics
PN has proven track record to run states: Dominic Lau,"GEORGE TOWN: Perikatan Nasional (PN) has brushed off concerns by analysts that development of Selangor, Penang and Negri Sembilan will go downhill if these states fall to the three-party coalition.",2023-08-01,Politics
"Negri Sembilan polls: Eddin keeps mum on MB candidacy, focus on securing win for PN",KUALA PILAH: Datuk Eddin Syazlee Shith of Perikatan Nasional (PN) is distancing himself from speculations that he is the Negri Sembilan menteri besar candidate if the coalition wins the Aug 12 state election.,2023-08-01,Politics
"Kelantan BN can dream about MB's post, says Pas","TANAH MERAH: Pas says the state Barisan Nasional (BN) is dreaming in relation to its potential candidates’ list for the menteri besar’s post, which the former has held for years.",2023-08-01,Politics
"State elections will see greater wave of discontent with Umno, says Tuan Ibrahim",SEREMBAN: The Pas deputy president is predicting there will be a greater wave of Malay discontent with Umno in the state elections than what was witnessed in the 15th General Election (GE15).,2023-08-01,Politics
"Kelantan BN division chiefs, liaison officer among potential MB candidates","KOTA BARU: The five potential Barisan Nasional (BN) candidates for the menteri besar’s post, if the party wrests the state from Pas in the impending election, will include two party division chiefs and a state liaison officer.",2023-08-01,Politics
Chow unfazed by coup talk,"GEORGE TOWN: Chief minister Chow Kon Yeow, who has come under pressure after being forced to field candidates said to be alligned to another camp, has dismissed talks of a coup once the state election results are announced.",2023-08-01,Politics
"'It was OK then. Why not now?', questions Saifuddin on Pas-DAP relations",PERMATANG PAUH: Home Minister Datuk Seri Saifuddin Nasution Ismail wants Pas to explain their love-hate relationship with DAP as they had worked as political allies for 14 years in Kedah and Perak under two coalitions since 2008. ,2023-08-01,Politics
8 Pas members in Kedah face automatic membership termination for breaching party rules,"KOTA BARU: Eight Pas members in Kedah, including two candidates running as independents in Kedah, have their memberships automatically terminated for violating party rules.",2023-08-01,Politics
"Polls: Hajiji, Abang Jo's support reflects stability, solidity of unity government","KUALA LUMPUR: The support given by Sabah Chief Minister Datuk Seri Hajiji Noor and Sarawak Premier Tan Sri Abang Johari Tun Openg to Pakatan Harapan (PH) -- Barisan Nasional (BN) candidates during the nomination for the six state elections last Saturday (July 29) reflects the stability, solidity and credibility of the Unity Government.",2023-08-01,Politics
Mohd Amar denies incompetence as cause for 14 incumbents not retained by PAS in state election,"TANAH MERAH: The reason 14 incumbents were not retained by Pas in the Aug 12 state election was not because they were incompetent or subpar, said caretaker Kelantan deputy menteri besar Datuk Mohd Amar Nik Abdullah.",2023-08-01,Politics
Haim Hilman refuses to prolong polemics over decision to shorten his tenure as UUM VC,"KUBANG PASU: Former Universiti Utara Malaysia (UUM) vice-chancellor Dr Haim Hilman Abdullah who is standing as Perikatan Nasional candidate for Jitra seat, has declined to prolong polemics over Higher Education Ministry’s move to shorten his tenure.",2023-08-01,Politics
State Polls: PH-BN launch 'Kita Selangor' manifesto with five key pledges,SHAH ALAM: Last night (July 31) the Pakatan Harapan (PH) -- Barisan Nasional (BN) alliance launched the ‘Kita Selangor’ manifesto offering five key pledges to the people of Selangor should they be chosen to lead the state for the next five years.,2023-08-01,Politics
Polls: Kelantan PN launches manifesto themed 'Kelantan maju rakyat sejahtera',TANAH MERAH: Kelantan Perikatan Nasional (PN) launched its state election manifesto last night themed ‘Kelantan Maju Rakyat Sejahtera’.,2023-08-01,Politics
Anwar: PH-BN support mature politics for well-being of people,JEMPOL: Pakatan Harapan (PH) and Barisan Nasional (BN) support mature politics to ensure political stability in the country for the well-being of the people.,2023-08-01,Politics
"Choose the original, not the copy (PN), says Amirudin",SHAH ALAM: Caretaker Selangor Menteri Besar Datuk Seri Amirudin Shari said Perikatan Nasional is nothing more than a copy of the unity government. ,2023-08-01,Politics
Kelantan PN announces manisfesto with 18 offers,TANAH MERAH: Kelantan Perikatan Nasional (PN) tonight announced 18 offers in its manifesto for the upcoming state election.,2023-07-31,Politics
PM Anwar to convene meeting with MIC leaders soon,JEMPOL: Prime Minister Datuk Seri Anwar Ibrahim today confirmed that he will convene a meeting with all MIC leaders soon.,2023-07-31,Politics
PM Anwar to convene meeting with MIC leaders soon,JEMPOL: Prime Minister Datuk Seri Anwar Ibrahim today confirmed that he will convene a meeting with all MIC leaders soon.,2023-07-31,Politics
Amirudin unveils PH-BN manifesto for Selangor,KUALA LUMPUR: Caretaker Selangor Menteri Besar Datuk Seri Amirudin Shari today unveiled the Pakatan Harapan (PH) and Barisan Nasional (BN) manifesto for the state.,2023-07-31,Politics
Analysts: It could all go downhill if economic powerhouse states fall,"KUALA LUMPUR: Analysts are worried that the development of Selangor, Penang and Negri Sembilan would go downhill, if these states fall to Perikatan Nasional (PN).",2023-07-31,Politics
"Facing Rina Harun, Batu Tiga candidate not banking on dad Haron Salim Bachik's name","SHAH ALAM: The name Danial Al-Rashid Haron may not be familiar to many, but his late father Haron Salim Bachik was a well-known actor who appeared in many dramas on local television.",2023-07-31,Politics
"Bersatu lodges reports against PM, DPM for 'abusing power' to win votes in Kelantan and Terengganu",PETALING JAYA: Bersatu lodged two police reports respectively against Prime Minister Datuk Seri Anwar Ibrahim and his deputy Datuk Seri Ahmad Zahid Hamidi over alleged ‘threats’ and election ‘bribes’. ,2023-07-31,Politics
Nik Abduh taking a break from politics after being dropped as Pas candidate,"KOTA BHARU: Nik Mohamad Abduh, son of the late Pas spiritual adviser Tan Sri Nik Abdul Aziz Nik Mat, has decided to take a break from politics following his failure to be nominated as a candidate in the state elections.",2023-07-31,Politics
Mat Sabu describes Pas and Bersatu's relationship as misaligned,LANGKAWI: The relationship between Pas and Parti Pribumi Bersatu Malaysia is misaligned and this could lead to a disaster within their political alliance as they face the polls.,2023-07-31,Politics
Mahfuz says Sanusi failed to address discontent among PN candidates,ALOR STAR: Kedah Pakatan Harapan chairman Datuk Mahfuz Omar has hit out at Perikatan Nasional (PN) election director Datuk Seri Muhammad Sanusi Md Nor over the latter’s alleged failure to address discontent over the coalition’s candidates for the six state election. ,2023-07-31,Politics
"I am not an outsider, says Azmin",KUALA LUMPUR: Perikatan Nasional’s Hulu Klang candidate Datuk Seri Mohamed Azmin Ali is banking on his previous experience as the assemblyman in the same constituency in the past.,2023-07-31,Politics
"Kedah BN chief: PN's GE15 wave of support is waning, levels playing field",PADANG TERAP: The wave and storm of support for Perikatan Nasional (PN) that swept Barisan Nasional (BN) away in the 15th General Election (GE15) in November is waning ahead of the state election. ,2023-07-31,Politics
"I am not an outsider, says PN candidate for Bagan Pinang","PORT DICKSON: Perikatan Nasional (PN) candidate for the Bagan Pinang state seat, Abdul Fatah Zakaria, has dismissed claims suggesting that he is an outsider and not from Port Dickson.",2023-07-31,Politics
"I am here to stay, Dominic tells detractors",GEORGE TOWN: Gerakan president Datuk Dominic Lau has urged his detractors to put aside their personal agenda to help the party win in the state elections.,2023-07-31,Politics
Undermining Nik Aziz's legacy will diminish PN's chance in Kelantan state polls,"ALOR STAR: The alleged internal disputes within Pas, particularly concerning the legacy of the late Pas spiritual leader Tan Sri Nik Abdul Aziz Nik Mat, will diminish Perikatan Nasional's (PN) chances in Kelantan for the upcoming state elections.",2023-07-31,Politics
"No personal attacks from me, says PKR Panchor candidate","KOTA BARU: ""l will avoid making personal attacks against my only rival from Pas when campaigning for the Panchor state seat in the state election,"" said PKR candidate, Syed Mohd Alidustur Syed Mohd Zain.",2023-07-31,Politics
"Clash of candidates proves all is not well between Pas and Bersatu, says Mahdzir",PADANG TERAP: The clash between Bersatu and Pas members contesting in the state election proves that all is not well in Perikatan Nasional.,2023-07-31,Politics
